training_seed,condition_id,condition_family,condition_description,joint_zero_based,joint_one_based,episode_index,reset_seed,success_kinematic,success_rotation_only_sensitivity,initial_body_length,forward_displacement,forward_body_lengths,net_best_fit_rotation_degrees,desired_net_rotation_degrees,desired_revolutions,desired_active_rotation_fraction,roll_pulse_count_diagnostic_only,contact_metric_source_diagnostic_only,mean_abs_k1,mean_abs_k2,mean_torque_boundary_saturation_fraction
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,3,20264103,False,False,9.012041613310572,5.245606851577759,0.5820664258618293,3.6383309656715266,-3.6383309656715266,-0.01010647490464313,0.4810126582278481,0,legacy_position_height_proxy,0.0,129.393344088085,0.768875
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,4,20264104,False,False,9.00910680261109,3.9830010744743047,0.44210832014111767,2.382060739231652,-2.382060739231652,-0.006616835386754589,0.46971569839307786,0,legacy_position_height_proxy,0.0,129.4783150792122,0.7655000000000001
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,5,20264105,False,False,9.007152880067189,2.630241375043988,0.2920169569747958,0.26167206397456866,-0.26167206397456866,-0.0007268668443738018,0.512396694214876,0,legacy_position_height_proxy,0.0,131.0334690814838,0.7669999999999999
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,6,20264106,False,False,8.981119696057707,3.9343312680721283,0.43806690047780084,0.32778282518580654,-0.32778282518580654,-0.0009105078477383515,0.4634760705289673,0,legacy_position_height_proxy,0.0,130.6986981384456,0.77075
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,7,20264107,False,False,9.006730384027463,3.8251424746587874,0.42469823249536764,2.9793211343908093,-2.9793211343908093,-0.00827589203997447,0.4891041162227603,0,legacy_position_height_proxy,0.0,130.69476218111814,0.7645
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,8,20264108,False,False,9.014610749081008,3.9043594455812127,0.4331145907746756,0.413514889480281,-0.413514889480281,-0.0011486524707785583,0.5047058823529412,0,legacy_position_height_proxy,0.0,129.73083714693786,0.7657499999999999
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,9,20264109,False,False,9.00152258142669,3.5119333954527976,0.39014881801209417,2.2575340717160275,-2.2575340717160275,-0.006270927976988965,0.49125,0,legacy_position_height_proxy,0.0,131.45878781676294,0.762875
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,10,20264110,False,False,9.010607389996418,3.7759729102021087,0.4190586435265392,1.8426746712930466,-1.8426746712930466,-0.005118540753591796,0.4831730769230769,0,legacy_position_height_proxy,0.0,130.50247347131372,0.775
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,11,20264111,False,False,8.988626425616648,4.357125772070139,0.48473766354921427,2.5020431415607867,-2.5020431415607867,-0.006950119837668852,0.45704057279236276,0,legacy_position_height_proxy,0.0,130.34803825877606,0.7625
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,12,20264112,False,False,8.995767124033947,3.3681522347265855,0.3744152319959362,1.0924585745332422,-1.0924585745332422,-0.0030346071514812285,0.47783251231527096,0,legacy_position_height_proxy,0.0,129.86140682324765,0.7670000000000001
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,13,20264113,False,False,9.01181333849076,4.457740118913352,0.49465517665281616,2.7412824592357414,-2.7412824592357414,-0.00761467349787706,0.46405228758169936,0,legacy_position_height_proxy,0.0,130.51113128196448,0.762625
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,14,20264114,False,False,8.974434140090448,3.819637500157114,0.4256131852474231,0.32918989376955415,-0.32918989376955415,-0.0009144163715820949,0.5012755102040817,0,legacy_position_height_proxy,0.0,131.57936357595025,0.76875
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,15,20264115,False,False,9.009377445798682,3.225792428804562,0.358048316680176,2.203657219787133,-2.203657219787133,-0.006121270054964259,0.47387173396674587,0,legacy_position_height_proxy,0.0,130.56718740928918,0.758875
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,16,20264116,False,False,9.0032829011452,3.398563469271176,0.37748047091121456,3.2258558214592132,-3.2258558214592132,-0.008960710615164482,0.4834761321909425,0,legacy_position_height_proxy,0.0,130.66126762945206,0.7722500000000001
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,17,20264117,False,False,8.993974183629202,5.465104545652867,0.607640675197893,0.726443899170981,-0.726443899170981,-0.0020178997199193915,0.478643216080402,0,legacy_position_height_proxy,0.0,130.38256828915328,0.771875
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,18,20264118,False,False,9.019045955195168,3.708761843107641,0.4112144301661212,1.017146556732751,-1.017146556732751,-0.002825407102035419,0.4920828258221681,0,legacy_position_height_proxy,0.0,130.28379821665584,0.76925
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,19,20264119,False,False,9.000962424282566,3.749120098911226,0.4165243584171561,2.285878352386098,-2.285878352386098,-0.006349662089961383,0.47984886649874053,0,legacy_position_height_proxy,0.0,130.0572570066899,0.754
9203,GLOBAL_K1_OFF,global,Disable learned K1 at all joints,,,20,20264120,False,False,8.99300899070223,2.2437571095768365,0.2495001519398715,1.4785047785756822,-1.4785047785756822,-0.004106957718265784,0.4605263157894737,0,legacy_position_height_proxy,0.0,131.54666672945024,0.76325
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,1,20264101,False,False,9.005046172532081,3.6548051785677673,0.4058619032644107,-79.49381407439544,79.49381407439544,0.22081615020665402,0.5270440251572327,0,legacy_position_height_proxy,129.31238946360537,0.0,0.926125
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,2,20264102,False,False,8.992629925424678,-0.04578113229945302,-0.005090961451667989,-2.0597434696026253,2.0597434696026253,0.00572150963778507,0.5194630872483221,0,legacy_position_height_proxy,100.77524218028411,0.0,0.87
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,3,20264103,False,False,9.012041613310572,-0.01892555952072139,-0.0021000301965726376,-0.7095240381167014,0.7095240381167014,0.0019709001058797262,0.4993160054719562,0,legacy_position_height_proxy,101.10699383891188,0.0,0.867
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,4,20264104,False,False,9.00910680261109,4.2148088905029,0.4678387084146157,-72.88665958345618,72.88665958345618,0.20246294328737827,0.55980271270037,0,legacy_position_height_proxy,130.20460224281996,0.0,0.931125
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,5,20264105,False,False,9.007152880067189,13.700773118808867,1.521099208733167,-354.1308689706497,354.1308689706497,0.9836968582518048,0.6808785529715762,0,legacy_position_height_proxy,129.26385840345176,0.0,0.920625
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,6,20264106,False,False,8.981119696057707,3.629101423174143,0.404081177625007,-78.66225131117768,78.66225131117768,0.21850625364216023,0.5445945945945946,0,legacy_position_height_proxy,129.5755320972763,0.0,0.92625
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,7,20264107,False,False,9.006730384027463,4.282392632961273,0.47546584058468866,-85.46267175833518,85.46267175833518,0.23739631043981993,0.581570996978852,0,legacy_position_height_proxy,131.47212295266797,0.0,0.93875
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,8,20264108,False,False,9.014610749081008,3.786215372616425,0.42000874779894515,-94.88258960813413,94.88258960813413,0.2635627489114837,0.543884892086331,0,legacy_position_height_proxy,132.44229380204342,0.0,0.9437500000000001
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,9,20264109,False,False,9.00152258142669,4.331110492534935,0.48115309975131776,-94.78046716655147,94.78046716655147,0.263279075462643,0.5369515011547344,0,legacy_position_height_proxy,108.12658566860482,0.0,0.87425
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,10,20264110,False,False,9.010607389996418,15.222038745856844,1.6893465764312805,-351.80137937963934,351.80137937963934,0.9772260538323315,0.6950113378684807,0,legacy_position_height_proxy,114.83938044174576,0.0,0.887875
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,11,20264111,False,False,8.988626425616648,4.31667266888544,0.4802371869169435,-90.47135864159355,90.47135864159355,0.2513093295599821,0.5572625698324022,0,legacy_position_height_proxy,132.17859065360392,0.0,0.93275
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,12,20264112,False,False,8.995767124033947,14.365803427272477,1.596951458302142,-323.25051066170886,323.25051066170886,0.8979180851714135,0.7350199733688415,0,legacy_position_height_proxy,125.09889359427616,0.0,0.91475
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,13,20264113,False,False,9.01181333849076,6.242404487542808,0.6926912767800676,-145.44822121475383,145.44822121475383,0.40402283670764955,0.6312056737588653,0,legacy_position_height_proxy,129.31303149173036,0.0,0.9248749999999999
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,14,20264114,False,False,8.974434140090448,5.1920029912493195,0.5785326306040497,-83.12859953751023,83.12859953751023,0.23091277649308395,0.54521625163827,0,legacy_position_height_proxy,133.62962471833453,0.0,0.938125
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,15,20264115,False,False,9.009377445798682,4.453852787567302,0.4943574419389272,-82.83909112669885,82.83909112669885,0.23010858646305235,0.523876404494382,0,legacy_position_height_proxy,134.04161696401425,0.0,0.944875
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,16,20264116,False,False,9.0032829011452,4.168412751774303,0.46298808973825417,-78.81217228800999,78.81217228800999,0.21892270080002774,0.5454545454545454,0,legacy_position_height_proxy,132.5189945075661,0.0,0.937
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,17,20264117,False,False,8.993974183629202,4.754168881475926,0.5285948996973381,-76.14283075907832,76.14283075907832,0.211507863219662,0.5077519379844961,0,legacy_position_height_proxy,135.8171166684013,0.0,0.957875
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,18,20264118,False,False,9.019045955195168,2.081161149404943,0.23075180675913384,-65.22070669516745,65.22070669516745,0.18116862970879846,0.47619047619047616,0,legacy_position_height_proxy,133.94063619808293,0.0,0.938
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,19,20264119,False,False,9.000962424282566,3.778346496261656,0.41977138867600755,-103.5913151593401,103.5913151593401,0.28775365322038915,0.5935672514619883,0,legacy_position_height_proxy,131.1190941949375,0.0,0.933875
9203,GLOBAL_K2_OFF,global,Disable learned K2 at all joints,,,20,20264120,False,False,8.99300899070223,0.012882894510403309,0.0014325454943637651,0.271094707543818,-0.271094707543818,-0.0007530408542883833,0.48132780082987553,0,legacy_position_height_proxy,100.50446262732149,0.0,0.872
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,1,20264101,False,False,9.005046172532081,-0.00012749299639835954,-1.4157950326479055e-05,-0.021272965083730985,0.021272965083730985,5.909156967703052e-05,1.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,2,20264102,False,False,8.992629925424678,6.46050088107808e-05,7.184217447681726e-06,0.046022887834073364,-0.046022887834073364,-0.00012784135509464822,0.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,3,20264103,False,False,9.012041613310572,-0.004178592795506031,-0.0004636677209007056,0.03781740758161724,-0.03781740758161724,-0.00010504835439338122,0.37142857142857144,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,4,20264104,False,False,9.00910680261109,-0.0010390967130660678,-0.00011533848314073807,0.03870367421831551,-0.03870367421831551,-0.00010751020616198754,0.42105263157894735,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,5,20264105,False,False,9.007152880067189,0.0009580601006746181,0.00010636658591582288,0.017689851868851556,-0.017689851868851556,-4.9138477413476546e-05,0.5555555555555556,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,6,20264106,False,False,8.981119696057707,0.0006713783834129128,7.475441884018276e-05,0.040385411621781796,-0.040385411621781796,-0.00011218169894939388,0.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,7,20264107,False,False,9.006730384027463,-0.00013977796770631157,-1.5519279666036614e-05,-0.12507179315839367,0.12507179315839367,0.0003474216476622047,0.25,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,8,20264108,False,False,9.014610749081008,0.00018813777714965507,2.0870316243974785e-05,-0.1304100627864637,0.1304100627864637,0.0003622501744068436,1.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,9,20264109,False,False,9.00152258142669,0.001515030791051697,0.00016830828088769547,0.04712532621829112,-0.04712532621829112,-0.00013090368393969758,0.6486486486486487,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,10,20264110,False,False,9.010607389996418,-0.00011344566009940937,-1.2590234507981872e-05,0.14234612471301977,-0.14234612471301977,-0.00039540590198061047,0.5,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,11,20264111,False,False,8.988626425616648,5.816426128146812e-05,6.470873137602653e-06,0.11361934064777819,-0.11361934064777819,-0.00031560927957716167,0.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,12,20264112,False,False,8.995767124033947,-8.642317261553512e-05,-9.607093138798441e-06,-0.09731976406595748,0.09731976406595748,0.000270332677960993,1.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,13,20264113,False,False,9.01181333849076,8.074613579084344e-05,8.96003198889673e-06,-0.002805252099396617,0.002805252099396617,7.79236694276838e-06,0.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,14,20264114,False,False,8.974434140090448,-0.0002243661438114941,-2.5000589486662928e-05,-0.08854654049482,0.08854654049482,0.0002459626124856111,1.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,15,20264115,False,False,9.009377445798682,0.000313684344291687,3.481753830149125e-05,-0.16949147231738834,0.16949147231738834,0.00047080964532607875,0.25,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,16,20264116,False,False,9.0032829011452,-5.4680509493643115e-06,-6.073396792484202e-07,-0.10214392478531292,0.10214392478531292,0.000283733124403647,0.2,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,17,20264117,False,False,8.993974183629202,3.858038689963372e-06,4.2895816812391565e-07,0.0553608308159592,-0.0553608308159592,-0.00015378008559988667,0.7142857142857143,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,18,20264118,False,False,9.019045955195168,-0.00011192946694793537,-1.2410344453723684e-05,0.09235548827895336,-0.09235548827895336,-0.00025654302299709265,0.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,19,20264119,False,False,9.000962424282566,0.0002148266532458476,2.386707588805101e-05,0.01494692748786463,-0.01494692748786463,-4.151924302184619e-05,0.0,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,GLOBAL_BOTH_OFF,global,Disable learned K1 and K2 at all joints,,,20,20264120,False,False,8.99300899070223,-0.000128430582117256,-1.428115798060904e-05,0.0067808064267897514,-0.0067808064267897514,-1.883557340774931e-05,0.75,0,legacy_position_height_proxy,0.0,0.0,0.0
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,1,20264101,False,False,9.005046172532081,4.520357159897686,0.5019804533247196,0.866765335374364,-0.866765335374364,-0.002407681487151011,0.48258064516129034,0,legacy_position_height_proxy,87.93833053316921,117.88264331556856,0.65775
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,2,20264102,False,False,8.992629925424678,5.026889407914132,0.5590010319118894,2.216137952343483,-2.216137952343483,-0.006155938756509675,0.4701195219123506,0,legacy_position_height_proxy,88.96441281596199,117.46939014680686,0.65975
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,3,20264103,False,False,9.012041613310572,5.7897041797637945,0.6424409060886423,2.663614757679484,-2.663614757679484,-0.007398929882443011,0.47761194029850745,0,legacy_position_height_proxy,91.13016024469397,117.04005424696952,0.6555
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,4,20264104,False,False,9.00910680261109,4.469473415892572,0.49610616388710077,1.3877489863546433,-1.3877489863546433,-0.0038548582954295646,0.4797297297297297,0,legacy_position_height_proxy,90.33704749131576,116.74532620981336,0.666875
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,5,20264105,False,False,9.007152880067189,4.544887189939618,0.5045864381848613,0.4998080124817945,-0.4998080124817945,-0.001388355590227207,0.47164948453608246,0,legacy_position_height_proxy,90.33836754187942,117.12448984291404,0.667875
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,6,20264106,False,False,8.981119696057707,5.746454475075007,0.6398371995417712,1.0705381540840366,-1.0705381540840366,-0.0029737170946778795,0.47327249022164275,0,legacy_position_height_proxy,89.63443741775117,117.36685350090266,0.653875
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,7,20264107,False,False,9.006730384027463,4.893363420479,0.5433007553059311,1.5237176444806682,-1.5237176444806682,-0.0042325490124463004,0.49663526244952894,0,legacy_position_height_proxy,89.53163116071374,117.17624873612075,0.659875
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,8,20264108,False,False,9.014610749081008,4.854492463031784,0.5385138191936545,2.63290206033283,-2.63290206033283,-0.007313616834257861,0.4742268041237113,0,legacy_position_height_proxy,89.87641199063509,117.34615357313305,0.66825
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,9,20264109,False,False,9.00152258142669,5.413821742124856,0.6014340010983783,0.8423010245159188,-0.8423010245159188,-0.0023397250680997745,0.47534766118836913,0,legacy_position_height_proxy,89.2707792119123,117.4696805493906,0.657125
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,10,20264110,False,False,9.010607389996418,4.691511629498564,0.5206654142657556,0.37237557020278705,-0.37237557020278705,-0.0010343765838966307,0.4643765903307888,0,legacy_position_height_proxy,89.68844310664572,117.16107158474622,0.667625
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,11,20264111,False,False,8.988626425616648,5.176290061604232,0.5758710860262637,2.40116802981726,-2.40116802981726,-0.006669911193936833,0.49395973154362416,0,legacy_position_height_proxy,89.5604945845902,117.19418604616075,0.6532499999999999
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,12,20264112,False,False,8.995767124033947,5.391683185868897,0.5993577992324817,1.3487439408666744,-1.3487439408666744,-0.003746510946851873,0.4640102827763496,0,legacy_position_height_proxy,90.47769161541947,117.33620021305978,0.669
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,13,20264113,False,False,9.01181333849076,4.907159437052905,0.5445251973976998,0.1410596760202042,-0.1410596760202042,-0.0003918324333894561,0.4700520833333333,0,legacy_position_height_proxy,90.0644702442456,117.23882447984069,0.660125
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,14,20264114,False,False,8.974434140090448,6.457108930160758,0.7195003973917046,1.3913856337101136,-1.3913856337101136,-0.003864960093639204,0.4668400520156047,0,legacy_position_height_proxy,90.68505437863058,117.17711857575924,0.664875
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,15,20264115,False,False,9.009377445798682,5.5320050149690365,0.6140274450981916,1.405656545804769,-1.405656545804769,-0.0039046015161243583,0.4935400516795866,0,legacy_position_height_proxy,89.23521854067222,117.6431498158723,0.666
9203,J01_BOTH_OFF,whole_joint_ablation,Disable both learned channels at J01,0,1,16,20264116,False,False,9.0032829011452,5.145671386341564,0.5715327889660164,2.5885373657900006,-2.5885373657900006,-0.007190381571638891,0.47477360931435963,0,legacy_position_height_proxy,89.7509564984124,117.11059315036982,0.6615
