condition_id,family,episode_count,training_seed_count,success_episodes,success_rate,successful_training_seeds_ge_10of20,success_episodes_by_training_seed,forward_body_lengths_mean,forward_body_lengths_std,desired_net_rotation_degrees_mean,desired_net_rotation_degrees_std,desired_active_rotation_fraction_mean,desired_active_rotation_fraction_std,roll_pulse_count_mean,roll_pulse_count_std,mean_roll_pulse_interval_steps_mean,mean_roll_pulse_interval_steps_std,tail_launch_count_mean,tail_launch_count_std,pulse_fail,rotation_fail,direction_fail,forward_fail,interval_fail
C11,identity_baseline,100,5,99,0.99,5,"{""9201"":19,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.307024672169727,0.6684527691904593,932.0056237912623,194.14366412193047,0.9227199801769592,0.05878460275335052,14.11,2.870174210740526,68.25958991756437,25.516388379878155,7.38,1.5347964034359736,0,1,1,0,1
C11_J01_K1_ZERO,full_c11_channel_zero,100,5,47,0.47,3,"{""9201"":18,""9202"":15,""9203"":2,""9204"":0,""9205"":12}",1.5397430951059468,1.127613756118412,338.86784228911426,245.20789867350226,0.7176135246005769,0.14032396923856266,5.08,3.67880415352598,102.93561093561094,54.89176012295951,3.22,2.317671245021606,35,53,45,34,29
C11_J01_K1_SCALE_0P5,full_c11_channel_scale_0p5,100,5,98,0.98,5,"{""9201"":19,""9202"":20,""9203"":20,""9204"":19,""9205"":20}",3.2308316583913235,0.7423099833215189,889.0165795335074,250.4249908752407,0.9127607731158847,0.06369213555185987,13.47,3.6917610973626127,72.25038927966598,28.261246364768784,7.28,1.6797618878876848,0,2,2,1,1
C11_J01_K1_SCALE_1P5,full_c11_channel_scale_1p5,100,5,100,1.0,5,"{""9201"":20,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.4490475293492757,0.6863972560658342,969.4125992679744,190.18045246484533,0.9348812439537091,0.04855101984107519,14.56,2.7177932224508914,65.1744251818443,15.056277724116395,7.09,1.5303267624922463,0,0,0,0,0
C11_J01_K1_SIGN_FLIP,full_c11_channel_sign_flip,100,5,0,0.0,0,"{""9201"":0,""9202"":0,""9203"":0,""9204"":0,""9205"":0}",0.30098097886594766,0.4176982962636183,23.23650542959045,68.84842724132817,0.5422132659770024,0.05443889123202895,0.34,1.0883014288330235,75.05555555555554,9.202119991919199,0.31,0.9969453345093703,93,100,100,91,91
C11_J01_K1_STATIC_MEAN,full_c11_channel_static_mean,100,5,93,0.93,5,"{""9201"":18,""9202"":20,""9203"":15,""9204"":20,""9205"":20}",3.0189794401294,0.8280590488305996,828.4662687043882,265.59443247983364,0.8898159205531085,0.08835672420320996,12.52,4.006195202433352,75.75109550794922,27.9055960458397,6.76,1.8499729727755485,4,5,5,4,0
C11_J01_K1_TIME_PERMUTED,full_c11_channel_time_permuted,100,5,94,0.94,5,"{""9201"":19,""9202"":20,""9203"":15,""9204"":20,""9205"":20}",3.13488328675735,0.7949367625423224,870.2943225552696,255.3607703602876,0.9054812263971589,0.08477433896984618,13.09,3.7764930822126503,69.11001646650563,14.429600284101264,7.03,1.8997631431312694,5,5,6,5,0
C11_J01_K2_ZERO,full_c11_channel_zero,100,5,26,0.26,1,"{""9201"":6,""9202"":0,""9203"":3,""9204"":0,""9205"":17}",1.321258990390491,1.05784048844007,301.0580708204969,312.24983964631167,0.696130046717987,0.14109344934182058,4.52,4.942630878388553,102.72965312465313,113.95944831813469,2.63,2.704274394361637,56,73,62,51,40
C11_J01_K2_SCALE_0P5,full_c11_channel_scale_0p5,100,5,93,0.93,5,"{""9201"":15,""9202"":18,""9203"":20,""9204"":20,""9205"":20}",3.3342208568316254,0.9411888149039519,921.2707379013118,270.8161112697474,0.9151663339347123,0.08879289674501745,13.96,3.9418777251457207,69.96763191053013,37.683944662717465,6.75,1.9150718002205558,3,6,7,4,2
C11_J01_K2_SCALE_1P5,full_c11_channel_scale_1p5,100,5,98,0.98,5,"{""9201"":20,""9202"":20,""9203"":20,""9204"":18,""9205"":20}",3.2249878057807235,0.7238606508847341,893.7738921534811,226.23089931129715,0.9192384233461329,0.06689564340913158,13.56,3.2873089298086966,71.89524302099689,28.654038105452866,7.16,1.6353592877407706,0,2,2,2,1
C11_J01_K2_SIGN_FLIP,full_c11_channel_sign_flip,100,5,0,0.0,0,"{""9201"":0,""9202"":0,""9203"":0,""9204"":0,""9205"":0}",-0.043134938197982545,0.40708647329273534,6.375168083211849,66.06031112695356,0.5717650423059762,0.0840928136877516,0.24,0.7631513611335564,54.916666666666664,28.862982508037163,0.16,0.463033476111609,98,100,93,100,94
C11_J01_K2_STATIC_MEAN,full_c11_channel_static_mean,100,5,27,0.27,1,"{""9201"":3,""9202"":1,""9203"":3,""9204"":0,""9205"":20}",1.2330766465994767,1.3803470175885673,333.67791801623605,390.1124136881811,0.669049961957374,0.15810561709951904,5.2,6.019966777316965,82.28093808529329,50.884953952520846,2.94,2.5370061095708856,51,73,70,59,37
C11_J01_K2_TIME_PERMUTED,full_c11_channel_time_permuted,100,5,37,0.37,1,"{""9201"":8,""9202"":3,""9203"":6,""9204"":0,""9205"":20}",1.4129215072601093,1.3583778256484016,374.638062565596,385.176697289263,0.6967946688411536,0.16118530359520283,5.82,5.955468075642754,90.51401944110977,84.30037778890676,3.55,2.861380785564899,45,63,57,52,32
C11_J02_K1_ZERO,full_c11_channel_zero,100,5,13,0.13,1,"{""9201"":0,""9202"":0,""9203"":0,""9204"":0,""9205"":13}",0.26866764655215064,0.7216896409384949,86.61217932780939,184.59597956692636,0.5642313617242415,0.08958428742607905,1.23,2.7013144948339503,108.7392458418774,47.70732338678613,0.83,1.8003055296254578,82,87,87,85,81
C11_J02_K1_SCALE_0P5,full_c11_channel_scale_0p5,100,5,100,1.0,5,"{""9201"":20,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.2245384888172826,0.6262259640752778,911.154426747265,174.40979818807946,0.9308384913551297,0.039185169450494314,13.82,2.5588278566562463,67.93744614372555,16.311538640604578,6.88,1.4302447343024898,0,0,0,0,0
C11_J02_K1_SCALE_1P5,full_c11_channel_scale_1p5,100,5,97,0.97,5,"{""9201"":18,""9202"":20,""9203"":19,""9204"":20,""9205"":20}",3.3393844249508287,0.8345884080626153,937.7217576286965,249.00855627062253,0.9189249333578986,0.0739162308492007,14.15,3.6065911883661004,69.09221621288069,30.170384384119686,6.92,1.64730082255792,1,2,3,1,1
C11_J02_K1_SIGN_FLIP,full_c11_channel_sign_flip,100,5,0,0.0,0,"{""9201"":0,""9202"":0,""9203"":0,""9204"":0,""9205"":0}",-0.01617899015682317,0.17624501135144957,2.9562702747906617,2.124514954217014,0.5144638763640951,0.042999064139688216,0.0,0.0,,,0.0,0.0,100,100,100,100,100
C11_J02_K1_STATIC_MEAN,full_c11_channel_static_mean,100,5,98,0.98,5,"{""9201"":18,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.3370733867339495,0.7161973271708623,928.6699054692548,205.1997234910721,0.9259121331034369,0.0694308849749152,14.01,2.879218644007433,66.0489844297859,15.102221181822221,6.96,1.5551205741035004,1,1,2,1,0
C11_J02_K1_TIME_PERMUTED,full_c11_channel_time_permuted,100,5,98,0.98,5,"{""9201"":19,""9202"":20,""9203"":20,""9204"":19,""9205"":20}",3.3485013176208516,0.7187907347133744,929.5473730928333,210.00103736519995,0.9204723367408714,0.07575245303645169,13.99,3.0675560304581238,65.89608214487072,13.503747319434373,7.03,1.4930170796075977,1,1,2,1,1
C11_J02_K2_ZERO,full_c11_channel_zero,100,5,72,0.72,4,"{""9201"":16,""9202"":1,""9203"":17,""9204"":19,""9205"":19}",2.324506052861077,1.2839130768500668,555.1805439660507,294.0960571165928,0.787105403566585,0.15807623427805115,8.66,4.1838260002060315,93.77633233433232,59.59947621676073,4.79,2.405389781303646,19,24,28,20,4
C11_J02_K2_SCALE_0P5,full_c11_channel_scale_0p5,100,5,93,0.93,5,"{""9201"":14,""9202"":20,""9203"":20,""9204"":19,""9205"":20}",3.2869712020804216,0.9734031148420226,920.4733713869579,279.6872033318249,0.90832555483091,0.0928338709747328,13.81,3.931144871408328,75.96784342124164,49.459028833839085,6.76,1.7895250766614028,3,5,7,5,1
C11_J02_K2_SCALE_1P5,full_c11_channel_scale_1p5,100,5,99,0.99,5,"{""9201"":19,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.3755462584332876,0.626887587362994,935.9522532202484,178.9831261175412,0.930714027326971,0.04942970995405833,14.21,2.635507541252728,67.55604607973726,18.664394711333745,7.25,1.243985530462473,0,0,1,0,0
C11_J02_K2_SIGN_FLIP,full_c11_channel_sign_flip,100,5,32,0.32,2,"{""9201"":17,""9202"":0,""9203"":2,""9204"":13,""9205"":0}",1.2884083481339417,1.1862192270863923,301.3267854476758,351.31525130146093,0.6778349610777138,0.17330545897738123,4.86,5.1594960994267645,93.29938601887754,72.05653345523932,2.93,2.7973380203329024,59,66,62,56,44
C11_J02_K2_STATIC_MEAN,full_c11_channel_static_mean,100,5,89,0.89,5,"{""9201"":20,""9202"":20,""9203"":20,""9204"":18,""9205"":11}",2.75600842102705,0.6987858584677804,692.8231182157274,231.78466428758279,0.8729865384967189,0.0785976275471956,10.4,3.3970575502926055,85.20306415806417,29.100829324773038,5.67,1.4903355326905412,1,10,3,1,0
C11_J02_K2_TIME_PERMUTED,full_c11_channel_time_permuted,100,5,94,0.94,5,"{""9201"":19,""9202"":20,""9203"":18,""9204"":18,""9205"":19}",2.8075712480893236,0.7480728989151433,703.1448439522403,218.33454342560069,0.8782455801661457,0.08918950102860937,10.67,3.274309087425926,82.85501742701743,32.227935269397165,5.84,1.4947909552843837,5,6,5,4,1
C11_J03_K1_ZERO,full_c11_channel_zero,100,5,1,0.01,0,"{""9201"":0,""9202"":0,""9203"":0,""9204"":1,""9205"":0}",0.1374465559918786,0.2814523512822615,32.285805048363706,81.80603437184058,0.5597697602986026,0.09581035907189457,0.37,1.1971215477135144,80.31481481481481,21.287921058440578,0.28,0.9282241108697834,94,99,94,99,91
C11_J03_K1_SCALE_0P5,full_c11_channel_scale_0p5,100,5,93,0.93,5,"{""9201"":16,""9202"":20,""9203"":20,""9204"":17,""9205"":20}",2.8971272906441636,0.8480336498268234,835.3602375258644,245.28179709250335,0.8878717085653713,0.09024326092539736,12.54,3.415903979915126,73.66335852287278,23.225494020134004,6.26,1.724064963973226,2,3,6,3,1
C11_J03_K1_SCALE_1P5,full_c11_channel_scale_1p5,100,5,98,0.98,5,"{""9201"":20,""9202"":20,""9203"":19,""9204"":19,""9205"":20}",3.2992953479377665,0.739305620328065,876.452019736929,217.4302256571295,0.9159775516222415,0.0658960331961396,13.42,3.1849018823191404,68.84358065137477,15.565018078691796,6.47,1.627605603332699,2,2,2,2,0
C11_J03_K1_SIGN_FLIP,full_c11_channel_sign_flip,100,5,0,0.0,0,"{""9201"":0,""9202"":0,""9203"":0,""9204"":0,""9205"":0}",0.07801993786519551,0.11313101256995514,3.4267671517913176,1.77235144149085,0.5090228479851231,0.06526623941495976,0.0,0.0,,,0.0,0.0,100,100,100,100,100
C11_J03_K1_STATIC_MEAN,full_c11_channel_static_mean,100,5,96,0.96,5,"{""9201"":18,""9202"":20,""9203"":19,""9204"":19,""9205"":20}",3.162909842139109,0.7598829429082429,872.1192466282929,226.72234013451893,0.9150288456095163,0.08802824206333554,13.21,3.368367557140996,69.95655645459632,21.306499916463927,6.83,1.743874995520034,3,4,4,3,0
C11_J03_K1_TIME_PERMUTED,full_c11_channel_time_permuted,100,5,98,0.98,5,"{""9201"":18,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.1931160512668697,0.6789887767817214,886.3602136072716,187.31681925914293,0.9167782758980291,0.0713603509774402,13.46,2.913485884640597,74.76765218196837,44.0330183663283,7.04,1.580632784678339,1,2,2,1,2
C11_J03_K2_ZERO,full_c11_channel_zero,100,5,79,0.79,4,"{""9201"":20,""9202"":20,""9203"":17,""9204"":2,""9205"":20}",2.851753831942275,1.3210661807244795,647.416381262784,317.8316314818704,0.8357315175444985,0.16800868695110713,10.15,4.585575209284,73.59665424852926,22.14778896110413,4.74,2.2028163790929103,17,20,20,17,0
C11_J03_K2_SCALE_0P5,full_c11_channel_scale_0p5,100,5,95,0.95,5,"{""9201"":17,""9202"":20,""9203"":19,""9204"":19,""9205"":20}",3.294814818434796,0.7926752937913418,869.4161127854939,237.53870413493857,0.9133774673621403,0.08772560805520652,13.31,3.557232070022984,72.18288007047991,40.99555156658587,6.26,1.5723867208800766,4,5,5,4,1
C11_J03_K2_SCALE_1P5,full_c11_channel_scale_1p5,100,5,94,0.94,5,"{""9201"":16,""9202"":20,""9203"":20,""9204"":18,""9205"":20}",3.107675611100057,0.8206148169682851,905.9032372290042,255.79230547748128,0.9039960891751542,0.09329133062346721,13.64,3.7135427828422825,68.82914850401578,27.835208961643303,6.74,1.9525368114327575,2,5,6,3,1
C11_J03_K2_SIGN_FLIP,full_c11_channel_sign_flip,100,5,32,0.32,2,"{""9201"":18,""9202"":0,""9203"":0,""9204"":0,""9205"":14}",1.6393161534145457,1.3917879393235697,270.35967753224725,307.764939778353,0.6542699455248092,0.187854152858023,4.12,4.823442753884407,91.947004528039,52.07430844001758,2.13,2.3649735727910364,61,68,64,49,43
C11_J03_K2_STATIC_MEAN,full_c11_channel_static_mean,100,5,82,0.82,4,"{""9201"":19,""9202"":20,""9203"":20,""9204"":3,""9205"":20}",2.5989982513291348,1.0839571157596843,707.0647811931343,324.6710239488257,0.8481600470894247,0.14664866673985213,10.86,4.8208298040897475,75.41407103364925,21.44675459370609,5.96,2.7052541470257467,12,17,15,12,9
C11_J03_K2_TIME_PERMUTED,full_c11_channel_time_permuted,100,5,82,0.82,4,"{""9201"":20,""9202"":20,""9203"":19,""9204"":3,""9205"":20}",2.596492395370488,1.1445940716407894,704.7493109294135,340.8423098546528,0.8500138130190102,0.15182266281300297,10.91,5.051920426926773,73.75272590245629,22.73604389159125,5.7,2.609597670139978,15,18,14,15,10
C11_J04_K1_ZERO,full_c11_channel_zero,100,5,0,0.0,0,"{""9201"":0,""9202"":0,""9203"":0,""9204"":0,""9205"":0}",0.28779951055785696,0.3029549419327562,20.603510011893654,76.9031830031221,0.562554647166321,0.11080901336720586,0.42,1.1762652762026091,67.94444444444444,19.98927181400866,0.29,0.8281907992727281,91,100,86,91,88
C11_J04_K1_SCALE_0P5,full_c11_channel_scale_0p5,100,5,99,0.99,5,"{""9201"":19,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.0465468840881105,0.5437654843922509,823.4347656723636,185.5360945543533,0.9159812766049378,0.062404020075694455,12.45,2.8473672049807695,74.6367778814323,19.304217986149272,6.66,1.5761979571107179,1,1,1,1,0
C11_J04_K1_SCALE_1P5,full_c11_channel_scale_1p5,100,5,100,1.0,5,"{""9201"":20,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.517607986456136,0.5716126336040261,970.362600046801,169.20180376522697,0.9370467722757286,0.036020345676397045,14.8,2.253885533916929,62.527631392300506,9.195366902750283,7.23,1.3179908952644552,0,0,0,0,0
C11_J04_K1_SIGN_FLIP,full_c11_channel_sign_flip,100,5,0,0.0,0,"{""9201"":0,""9202"":0,""9203"":0,""9204"":0,""9205"":0}",-0.015614768241146963,0.15428054673278715,1.5566102790740066,4.357548668024972,0.4921854636950204,0.03591531291250111,0.0,0.0,,,0.0,0.0,100,100,100,100,100
C11_J04_K1_STATIC_MEAN,full_c11_channel_static_mean,100,5,99,0.99,5,"{""9201"":20,""9202"":20,""9203"":20,""9204"":19,""9205"":20}",3.4232736569298705,0.6876452881995776,890.8221146666449,201.74412750880433,0.9209915170791924,0.05623845343534392,13.72,2.9835549265934422,68.6661533746611,14.056219601840668,7.11,1.4621559424356898,1,1,1,1,0
C11_J04_K1_TIME_PERMUTED,full_c11_channel_time_permuted,100,5,97,0.97,5,"{""9201"":19,""9202"":20,""9203"":19,""9204"":19,""9205"":20}",3.416524043050377,0.7408314580148216,887.6040083326408,220.67612628868594,0.9171030681496724,0.06876912735074357,13.57,3.2039194746435187,69.35195851267756,20.515202043567015,7.14,1.6734395716607158,1,3,3,1,0
C11_J04_K2_ZERO,full_c11_channel_zero,100,5,89,0.89,5,"{""9201"":10,""9202"":20,""9203"":20,""9204"":19,""9205"":20}",3.04043948589977,1.0890681224206002,764.2636141264952,308.86469075634176,0.8717568533951279,0.10265380708215442,11.8,4.46318272088428,81.89230908440544,39.37004245330818,6.04,2.034305778392226,5,10,10,6,2
C11_J04_K2_SCALE_0P5,full_c11_channel_scale_0p5,100,5,100,1.0,5,"{""9201"":20,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.497601098079926,0.7796150627302267,964.7231103055532,231.30039164551485,0.9257422805263377,0.05550962800199059,14.79,3.2902735448591502,62.97882451917707,14.153135317149676,7.51,1.4317471843869645,0,0,0,0,0
C11_J04_K2_SCALE_1P5,full_c11_channel_scale_1p5,100,5,96,0.96,5,"{""9201"":16,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.182302097746165,0.6481857423306877,876.2679587983677,205.9926680542126,0.9084577285209952,0.07446409563884196,13.34,3.0503114595070455,72.20003871618577,29.747545594317092,6.79,1.63887156299693,0,2,4,0,1
C11_J04_K2_SIGN_FLIP,full_c11_channel_sign_flip,100,5,67,0.67,4,"{""9201"":10,""9202"":20,""9203"":17,""9204"":17,""9205"":3}",2.2491091246389656,1.3164522980380575,579.7703747835001,369.8307497093023,0.793049980481938,0.13654737008946938,8.95,5.752173502251127,82.04911838746048,49.981422716734784,4.75,2.4914855006601986,22,33,29,27,3
C11_J04_K2_STATIC_MEAN,full_c11_channel_static_mean,100,5,97,0.97,5,"{""9201"":18,""9202"":20,""9203"":19,""9204"":20,""9205"":20}",3.341207452156487,0.9799275522597145,878.4546078529207,263.8667761920405,0.9016096999744831,0.08136253455187809,13.63,4.014112604299984,70.80175190585987,23.197282018008792,7.02,1.6672132437093943,1,2,3,2,0
C11_J04_K2_TIME_PERMUTED,full_c11_channel_time_permuted,100,5,93,0.93,5,"{""9201"":14,""9202"":20,""9203"":19,""9204"":20,""9205"":20}",3.2807157844429624,1.0072486047357176,880.731346746489,269.14614277470287,0.8974896823608757,0.09085305104931854,13.59,4.13302552617329,73.75210977099096,37.827348472541914,6.75,1.6874537030686205,2,5,7,4,2
C11_J05_K1_ZERO,full_c11_channel_zero,100,5,5,0.05,0,"{""9201"":1,""9202"":0,""9203"":0,""9204"":4,""9205"":0}",0.359601484034925,0.4605553091551646,59.720614923848,151.8281654970176,0.5932023395974079,0.08514435757691266,1.36,2.2517548712060114,153.72487684729066,103.01702018198634,1.07,1.8014161096204286,77,95,90,85,75
C11_J05_K1_SCALE_0P5,full_c11_channel_scale_0p5,100,5,98,0.98,5,"{""9201"":18,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.1022756418192627,0.8036630177943597,870.2238845008712,243.33915833948242,0.9148175827642817,0.07332922104854803,13.3,3.5791060336346567,74.42471112289843,39.161638574371956,7.05,1.5580436450882884,2,2,2,1,1
C11_J05_K1_SCALE_1P5,full_c11_channel_scale_1p5,100,5,99,0.99,5,"{""9201"":19,""9202"":20,""9203"":20,""9204"":20,""9205"":20}",3.402341229805486,0.7235357902472765,941.5645278069891,196.27736899247225,0.9200364601663534,0.05971992576703241,14.17,2.764253968071675,67.00211435215112,17.085836559138286,6.91,1.4972975656161336,0,0,1,0,0
