condition_id,family,training_seed,episode,evaluation_seed,success,steps,initial_body_length,forward_displacement,forward_body_lengths,net_best_fit_rotation_degrees,desired_net_rotation_degrees,desired_active_rotation_fraction,contact_material_index_span_fraction,contact_metric_source,roll_pulse_count,mean_roll_pulse_interval_steps,tail_launch_detected,tail_launch_count,pulse_fail,rotation_fail,direction_fail,forward_fail,interval_fail
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,11,20264411,1,1000,9.009689281568665,28.142534397169946,3.123585455354359,-870.5175170470636,870.5175170470636,0.8420490928495198,0.8414604481723573,env_fast_forward_log_info,13,67.0,True,7,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,12,20264412,1,1000,9.022859548677644,31.082094247825445,3.444816366711673,-547.6521284523725,547.6521284523725,0.796875,0.7912508159254988,env_fast_forward_log_info,9,101.25,True,7,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,13,20264413,1,1000,8.992362128194978,31.20293609974906,3.4699376709834944,-706.1374719881171,706.1374719881171,0.8560846560846561,0.6308594892422358,env_fast_forward_log_info,10,92.11111111111111,True,7,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,14,20264414,1,1000,8.993859833707013,30.96679884819314,3.443104453566907,-849.9205993031936,849.9205993031936,0.8416578108395324,0.8982953578233719,env_fast_forward_log_info,13,71.16666666666667,True,7,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,15,20264415,1,1000,8.995221378483597,31.046890681982042,3.451487114730231,-967.5441093811239,967.5441093811239,0.8849462365591397,0.645869846145312,env_fast_forward_log_info,14,62.69230769230769,True,7,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,16,20264416,1,1000,8.979117848137689,33.63447074126452,3.7458546942047843,-895.649582916509,895.649582916509,0.8554729011689692,0.6860540207061503,env_fast_forward_log_info,14,67.76923076923077,True,7,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,17,20264417,1,1000,8.995490948262411,27.866739127226175,3.097856391330034,-858.1307377494078,858.1307377494078,0.8849077090119435,0.6804888786541091,env_fast_forward_log_info,12,79.63636363636364,True,7,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,18,20264418,1,1000,9.029980939167068,30.823424561973663,3.4134540005814054,-891.4829315006175,891.4829315006175,0.8919202518363064,0.7007190736541007,env_fast_forward_log_info,14,62.53846153846154,True,9,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,19,20264419,1,1000,8.988382118835602,27.830386025179177,3.0962620032429657,-664.2480503422546,664.2480503422546,0.8308510638297872,0.8626095157427093,env_fast_forward_log_info,10,91.11111111111111,True,6,0,0,0,0,0
C00_PAIR_SUFF_J01,c00_joint_pair_sufficiency,9201,20,20264420,1,1000,9.002007032980309,34.00760260713287,3.7777800531082137,-842.0626309266582,842.0626309266582,0.819620253164557,0.814290497555501,env_fast_forward_log_info,12,77.0909090909091,True,7,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,1,20264401,1,1000,9.011372851382689,27.861810057552066,3.0918496567675593,-530.3906231176392,530.3906231176392,0.7352625937834941,0.8265121041590141,env_fast_forward_log_info,8,89.71428571428571,True,4,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,2,20264402,1,1000,8.997917468743399,30.870594167488164,3.430859893383684,-463.5595151022883,463.5595151022883,0.7295528898582334,0.8913287323149335,env_fast_forward_log_info,7,108.16666666666667,True,4,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,3,20264403,1,1000,8.999660283464847,29.864623088063674,3.3184167121212567,-462.14425175398,462.14425175398,0.7569060773480663,0.8261213672885788,env_fast_forward_log_info,7,109.5,True,5,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,4,20264404,0,1000,8.999566930822574,32.06223248525057,3.562641706173747,-430.2174906575948,430.2174906575948,0.6741452991452992,0.8594469444619285,env_fast_forward_log_info,7,135.33333333333334,True,4,0,0,1,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,5,20264405,1,1000,9.014940279173036,24.768307572446066,2.747473283840559,-572.6734983069331,572.6734983069331,0.7377398720682303,0.8660398583936816,env_fast_forward_log_info,9,67.25,True,5,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,6,20264406,0,1000,9.021450152129647,10.191687483340502,1.1297172085947405,-296.0072410009817,296.0072410009817,0.6746575342465754,0.8042347778876623,env_fast_forward_log_info,4,298.6666666666667,True,3,0,1,1,0,1
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,7,20264407,1,1000,8.997475303089772,30.09672528188676,3.3450189378737627,-515.5029374055504,515.5029374055504,0.7299893276414088,0.7856071208500199,env_fast_forward_log_info,8,93.0,True,5,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,8,20264408,1,1000,9.012539405190106,30.48237543848809,3.382218270350532,-472.19197393194327,472.19197393194327,0.7412140575079872,0.8748855673604541,env_fast_forward_log_info,7,129.0,True,6,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,9,20264409,0,1000,8.991743608102215,13.986834025848658,1.5555196673140794,-260.04744238723856,260.04744238723856,0.6610738255033557,0.812110772194703,env_fast_forward_log_info,4,165.66666666666666,True,2,0,1,1,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,10,20264410,1,1000,9.02476209882068,40.654805718210994,4.504806361989709,-867.0766326624278,867.0766326624278,0.8168421052631579,0.8870009072124958,env_fast_forward_log_info,13,71.41666666666667,True,5,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,11,20264411,1,1000,9.009689281568665,30.90555205158889,3.430257258129102,-509.8066704973777,509.8066704973777,0.7340540540540541,0.8618647944596078,env_fast_forward_log_info,8,108.85714285714286,True,6,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,12,20264412,1,1000,9.022859548677644,22.734554155357184,2.519661758304669,-433.2098398932536,433.2098398932536,0.721627408993576,0.7810725188917584,env_fast_forward_log_info,7,144.33333333333334,True,4,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,13,20264413,0,1000,8.992362128194978,-2.5839775395579636,-0.2873524778829877,-91.32653757245373,91.32653757245373,0.5732558139534883,0.788363857117171,env_fast_forward_log_info,1,,True,1,1,1,1,1,1
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,14,20264414,0,1000,8.993859833707013,15.358087319415063,1.7076191538872243,-285.8342981949823,285.8342981949823,0.6551326412918108,0.8402982710136307,env_fast_forward_log_info,4,160.33333333333334,True,4,0,1,1,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,15,20264415,0,1000,8.995221378483597,10.283435052633287,1.1432108916442094,-371.7532234613373,371.7532234613373,0.6783295711060948,0.879231408238411,env_fast_forward_log_info,6,56.2,True,3,0,0,1,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,16,20264416,1,1000,8.979117848137689,40.385366432182494,4.497698673211936,-911.6218101585443,911.6218101585443,0.8589607635206787,0.8924577054050233,env_fast_forward_log_info,14,66.84615384615384,True,7,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,17,20264417,0,1000,8.995490948262411,14.804550883360209,1.6457746407070633,-266.63071196439154,266.63071196439154,0.6659167604049494,0.7768608827480219,env_fast_forward_log_info,4,161.0,True,2,0,1,1,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,18,20264418,0,1000,9.029980939167068,-3.3630194731988015,-0.37242819180402487,-77.63209214342966,77.63209214342966,0.5813424345847554,0.8166629556152556,env_fast_forward_log_info,1,,True,1,1,1,1,1,1
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,19,20264419,1,1000,8.988382118835602,33.160800606478006,3.689295822992204,-599.921937641838,599.921937641838,0.8250790305584826,0.9490653824888997,env_fast_forward_log_info,9,106.5,True,6,0,0,0,0,0
C00_PAIR_SUFF_J02,c00_joint_pair_sufficiency,9201,20,20264420,1,1000,9.002007032980309,25.667082511307672,2.8512622148896534,-495.99651861647345,495.99651861647345,0.7168998923573735,0.9429944968885846,env_fast_forward_log_info,8,67.85714285714286,True,5,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,1,20264401,1,1000,9.011372851382689,29.917488806636538,3.3199701421793963,-944.311924604811,944.311924604811,0.8559322033898306,0.8191660328043832,env_fast_forward_log_info,15,61.0,True,6,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,2,20264402,1,1000,8.997917468743399,36.64720015503699,4.072853555541107,-1075.1302148234124,1075.1302148234124,0.8707264957264957,0.8023954580227534,env_fast_forward_log_info,16,52.2,True,9,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,3,20264403,1,1000,8.999660283464847,40.641798419179395,4.515925839317616,-1114.8670703497799,1114.8670703497799,0.848643006263048,0.8468339261081483,env_fast_forward_log_info,16,51.333333333333336,True,8,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,4,20264404,1,1000,8.999566930822574,27.465162935690024,3.0518316210999794,-820.6392267455229,820.6392267455229,0.8547008547008547,0.7898482299513288,env_fast_forward_log_info,13,69.75,True,8,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,5,20264405,1,1000,9.014940279173036,31.24561832531472,3.4659817322917377,-1045.6226884666557,1045.6226884666557,0.8837209302325582,0.7151375959316889,env_fast_forward_log_info,15,60.285714285714285,True,6,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,6,20264406,1,1000,9.021450152129647,33.31231579259038,3.6925677392039367,-1004.5173532179584,1004.5173532179584,0.8850698174006445,0.8111261874437332,env_fast_forward_log_info,15,64.0,True,9,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,7,20264407,1,1000,8.997475303089772,35.86593628805131,3.9862222545623207,-1044.9811367036004,1044.9811367036004,0.8849840255591054,0.6973025616672304,env_fast_forward_log_info,15,59.07142857142857,True,7,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,8,20264408,1,1000,9.012539405190106,27.565783412731253,3.0586033717485637,-809.1747582694734,809.1747582694734,0.8874868559411146,0.6699407978190316,env_fast_forward_log_info,12,74.63636363636364,True,5,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,9,20264409,1,1000,8.991743608102215,29.705780387390405,3.303672978466972,-976.5222567187604,976.5222567187604,0.8575949367088608,0.844205175836881,env_fast_forward_log_info,15,63.785714285714285,True,7,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,10,20264410,1,1000,9.02476209882068,37.070970879343804,4.107695080869566,-1109.8463263124877,1109.8463263124877,0.8941299790356394,0.8711497601535585,env_fast_forward_log_info,17,56.3125,True,8,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,11,20264411,1,1000,9.009689281568665,39.90829253010452,4.429485999228171,-1189.2859049972544,1189.2859049972544,0.8619599578503688,0.7409689774115881,env_fast_forward_log_info,18,52.1764705882353,True,9,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,12,20264412,1,1000,9.022859548677644,36.12031904030591,4.00320085283823,-1026.7957509892171,1026.7957509892171,0.8322649572649573,0.857766212688552,env_fast_forward_log_info,16,54.93333333333333,True,8,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,13,20264413,1,1000,8.992362128194978,29.32190468190238,3.2607566581382903,-831.61273259785,831.61273259785,0.8305439330543933,0.8089260078138776,env_fast_forward_log_info,13,73.75,True,9,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,14,20264414,1,1000,8.993859833707013,31.073200291674585,3.454934907393047,-853.1050712001589,853.1050712001589,0.8405036726128017,0.7744621783494949,env_fast_forward_log_info,13,73.08333333333333,True,8,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,15,20264415,1,1000,8.995221378483597,33.07808822989464,3.6772956259883514,-989.6941454494296,989.6941454494296,0.8284823284823285,0.8240386727783415,env_fast_forward_log_info,15,61.57142857142857,True,9,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,16,20264416,1,1000,8.979117848137689,38.994761650078004,4.34282769305291,-1059.1555166360615,1059.1555166360615,0.9143763213530656,0.8065851082404455,env_fast_forward_log_info,15,56.42857142857143,True,8,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,17,20264417,1,1000,8.995490948262411,28.015262839384377,3.114367298073472,-936.8042894797813,936.8042894797813,0.8682008368200836,0.686705650554763,env_fast_forward_log_info,14,66.6923076923077,True,7,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,18,20264418,1,1000,9.029980939167068,27.63255408620462,3.060089968335356,-881.6120846249261,881.6120846249261,0.8713080168776371,0.676256505979432,env_fast_forward_log_info,14,69.0,True,8,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,19,20264419,1,1000,8.988382118835602,35.68232274698094,3.9698270806941833,-1056.8910271274572,1056.8910271274572,0.8986272439281943,0.8087048613362842,env_fast_forward_log_info,16,51.53333333333333,True,8,0,0,0,0,0
C00_PAIR_SUFF_J03,c00_joint_pair_sufficiency,9201,20,20264420,1,1000,9.002007032980309,31.88837500703521,3.542362818669991,-972.1716534810691,972.1716534810691,0.8663157894736843,0.7681254893541336,env_fast_forward_log_info,15,62.92857142857143,True,7,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,1,20264401,1,1000,9.011372851382689,34.11870493212482,3.786182804198331,-951.9198905366306,951.9198905366306,0.8880597014925373,0.7369542722072866,env_fast_forward_log_info,15,61.214285714285715,True,7,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,2,20264402,1,1000,8.997917468743399,30.389919042366092,3.3774391850040146,-823.6381182560132,823.6381182560132,0.7828877005347593,0.8395494975977473,env_fast_forward_log_info,13,51.583333333333336,True,4,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,3,20264403,1,1000,8.999660283464847,32.78685628813691,3.6431215463073072,-867.6532647959118,867.6532647959118,0.8331584470094439,0.8780427345385154,env_fast_forward_log_info,14,64.38461538461539,True,6,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,4,20264404,1,1000,8.999566930822574,29.47629269643221,3.2753012364938354,-922.5860245162769,922.5860245162769,0.870625662778367,0.9742280724975798,env_fast_forward_log_info,14,67.38461538461539,True,6,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,5,20264405,1,1000,9.014940279173036,35.31181457623025,3.9170325573659257,-722.9515369097651,722.9515369097651,0.7876489707475623,0.7748890005879931,env_fast_forward_log_info,11,83.1,True,7,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,6,20264406,0,1000,9.021450152129647,8.397731394320727,0.9308626942131158,-316.7559772813029,316.7559772813029,0.6274725274725275,0.8898070206244787,env_fast_forward_log_info,4,79.0,True,2,0,1,1,1,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,7,20264407,0,1000,8.997475303089772,-2.2776556940749293,-0.2531438672905023,-55.01180546294659,55.01180546294659,0.5365296803652968,0.7095560042394532,env_fast_forward_log_info,1,,True,1,1,1,1,1,1
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,8,20264408,0,1000,9.012539405190106,19.04884453562554,2.113593481173105,-507.2401439650868,507.2401439650868,0.6972677595628415,0.7799848533338971,env_fast_forward_log_info,8,72.71428571428571,True,3,0,0,1,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,9,20264409,0,1000,8.991743608102215,10.03683469342068,1.116227856450084,-291.1637356315782,291.1637356315782,0.647982062780269,0.975114018138912,env_fast_forward_log_info,4,75.66666666666667,True,2,0,1,1,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,10,20264410,1,1000,9.02476209882068,34.057089768198786,3.7737382321301554,-739.1193360632675,739.1193360632675,0.7997881355932204,0.8204936534166336,env_fast_forward_log_info,11,78.3,True,8,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,11,20264411,1,1000,9.009689281568665,29.25601916126907,3.24717293204759,-560.8484603785213,560.8484603785213,0.7795358649789029,0.8078731298705356,env_fast_forward_log_info,8,97.57142857142857,True,6,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,12,20264412,1,1000,9.022859548677644,29.6591644840315,3.2871136167001773,-795.4830613809767,795.4830613809767,0.8373812038014784,0.78565485506422,env_fast_forward_log_info,12,76.72727272727273,True,6,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,13,20264413,1,1000,8.992362128194978,31.139952586870642,3.462933558829143,-412.4719792964713,412.4719792964713,0.7262032085561497,0.73744345539146,env_fast_forward_log_info,6,109.6,True,4,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,14,20264414,1,1000,8.993859833707013,22.078911084216088,2.4548871666277448,-534.5673586129404,534.5673586129404,0.7486457204767064,0.9954063627713671,env_fast_forward_log_info,8,126.57142857142857,True,4,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,15,20264415,1,1000,8.995221378483597,30.814789813756946,3.4256844292309863,-732.011513355507,732.011513355507,0.7912673056443025,0.7849299725559022,env_fast_forward_log_info,11,82.3,True,8,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,16,20264416,1,1000,8.979117848137689,19.16471833419055,2.1343653862573375,-544.4345610863475,544.4345610863475,0.7516556291390728,0.8081084323025102,env_fast_forward_log_info,8,66.0,True,5,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,17,20264417,1,1000,8.995490948262411,24.938400313444436,2.77232231757863,-696.7157365109492,696.7157365109492,0.8240437158469945,0.7680474470059077,env_fast_forward_log_info,11,80.7,True,6,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,18,20264418,1,1000,9.029980939167068,28.000717767234892,3.1008612261608715,-773.1647821331078,773.1647821331078,0.8299465240641711,0.795666633742965,env_fast_forward_log_info,12,62.09090909090909,True,5,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,19,20264419,1,1000,8.988382118835602,33.25456243203953,3.699727269310562,-730.9205655935597,730.9205655935597,0.762303664921466,0.8034749863048395,env_fast_forward_log_info,11,72.3,True,5,0,0,0,0,0
C00_PAIR_SUFF_J04,c00_joint_pair_sufficiency,9201,20,20264420,1,1000,9.002007032980309,37.74291945588775,4.19272272478909,-837.7216257954443,837.7216257954443,0.8922091782283885,0.8984628866116205,env_fast_forward_log_info,13,73.5,True,7,0,0,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,1,20264401,0,1000,9.011372851382689,13.744209711940494,1.5252070842714722,-274.565583441769,274.565583441769,0.6321585903083701,0.7040016469028261,env_fast_forward_log_info,4,60.0,True,2,0,1,1,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,2,20264402,1,1000,8.997917468743399,30.640256833808966,3.4052609329042913,-673.908717547254,673.908717547254,0.8326315789473684,0.8780937277608447,env_fast_forward_log_info,10,87.33333333333333,True,5,0,0,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,3,20264403,1,1000,8.999660283464847,20.67521688384004,2.297333036206577,-447.57770542804104,447.57770542804104,0.7516556291390728,0.7509637284610007,env_fast_forward_log_info,7,120.5,True,6,0,0,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,4,20264404,0,1000,8.999566930822574,13.544047155813315,1.5049665456041414,-97.97710448873464,97.97710448873464,0.5471491228070176,0.9219508055183623,env_fast_forward_log_info,1,,True,1,1,1,1,0,1
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,5,20264405,0,1000,9.014940279173036,12.674030190549093,1.4058917528083408,-284.3527810497248,284.3527810497248,0.6965442764578834,0.6525324268473519,env_fast_forward_log_info,4,163.0,True,2,0,1,1,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,6,20264406,0,1000,9.021450152129647,14.720731396228075,1.6317477953090533,-288.4012574057195,288.4012574057195,0.6706521739130434,0.7673170384433534,env_fast_forward_log_info,4,84.66666666666667,True,2,0,1,1,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,7,20264407,0,1000,8.997475303089772,16.391706761531534,1.8218118093530695,-249.38386252159023,249.38386252159023,0.6561135371179039,0.8496867368618647,env_fast_forward_log_info,4,155.33333333333334,True,4,0,1,1,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,8,20264408,1,1000,9.012539405190106,22.714591129100885,2.5203319628228305,-719.8459234981766,719.8459234981766,0.8722280887011615,0.6830955164300071,env_fast_forward_log_info,11,79.1,True,8,0,0,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,9,20264409,0,1000,8.991743608102215,10.288312507141383,1.1441954926151212,-141.65033621243575,141.65033621243575,0.5749167591564928,0.8194343331787322,env_fast_forward_log_info,2,94.0,True,2,1,1,1,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,10,20264410,0,1000,9.02476209882068,12.913884506968316,1.4309390503109052,-231.54321575595833,231.54321575595833,0.6350762527233116,0.8497919939044449,env_fast_forward_log_info,4,95.33333333333333,True,3,0,1,1,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,11,20264411,1,1000,9.009689281568665,16.438092468306422,1.824490496240999,-500.8051777231955,500.8051777231955,0.7804347826086957,0.8480255951484045,env_fast_forward_log_info,8,113.0,True,6,0,0,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,12,20264412,0,1000,9.022859548677644,12.788116415031256,1.417301948017736,-292.58790212899106,292.58790212899106,0.6754966887417219,0.9771038244167963,env_fast_forward_log_info,5,161.75,True,4,0,1,1,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,13,20264413,1,1000,8.992362128194978,20.56670276997611,2.2871301752284334,-576.4316813993056,576.4316813993056,0.7621097954790097,0.7060251848565208,env_fast_forward_log_info,9,87.0,True,6,0,0,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,14,20264414,0,1000,8.993859833707013,20.373741406481713,2.2652945212827755,-282.763912064964,282.763912064964,0.7175324675324676,0.7742077062527338,env_fast_forward_log_info,5,146.75,True,3,0,1,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,15,20264415,1,1000,8.995221378483597,23.146688121557236,2.5732205076045918,-537.7117714144046,537.7117714144046,0.7575431034482759,0.7507558920317225,env_fast_forward_log_info,8,112.85714285714286,True,6,0,0,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,16,20264416,1,1000,8.979117848137689,17.471074478141965,1.9457450914028875,-489.919804135732,489.919804135732,0.7623126338329764,0.8833352807495329,env_fast_forward_log_info,7,88.83333333333333,True,4,0,0,0,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,17,20264417,0,1000,8.995490948262411,17.17440609652549,1.9092238761957665,-255.08491140252323,255.08491140252323,0.6923925027563396,0.8315842499335607,env_fast_forward_log_info,4,90.66666666666667,True,3,0,1,1,0,0
C00_PAIR_SUFF_J05,c00_joint_pair_sufficiency,9201,18,20264418,0,1000,9.029980939167068,18.655065759178253,2.0659031159482173,-400.08619704638016,400.08619704638016,0.6773504273504274,0.710732833792766,env_fast_forward_log_info,6,71.0,True,4,0,0,1,0,0
